YEAR	EQ_PRIMARY	COUNTRY
1983	 7.2	AFGHANISTAN
1984	 6.6	INDONESIA
1984	 5.8	AFGHANISTAN
1984	 7.5	SOLOMON ISLANDS
1984	 5.4	GREECE
1984	 6.1	PAKISTAN
1984	 7.0	UZBEKISTAN
1984	 7.0	RUSSIA
1984	 6.6	PAPUA NEW GUINEA
1984	 6.1	USA
1984	 5.3	ITALY
1984	 5.8	ITALY
1984	 5.2	ITALY
1984	 5.1	BOSNIA-HERZEGOVINA
1984	 5.5	JAPAN
1984	 6.7	DOMINICAN REPUBLIC
1984	 4.7	UK
1984	 6.7	JAPAN
1984	 5.2	INDONESIA
1984	 4.7	SERBIA AND MONTENEGRO
1984	 6.1	JAPAN
1984	 6.4	TURKEY
1984	 6.9	JAPAN
1984	 4.5	GREECE
1984	 5.3	TURKEY
1984	 5.1	USA
1984	 6.1	TAJIKISTAN
1984	 7.0	RUSSIA
1984	 5.6	INDIA
1985	 6.9	ARGENTINA
1985	 5.3	IRAN
1985	 8.0	CHILE
1985	 6.3	GUADELOUPE
1985	 6.6	CHILE
1985	 6.5	PHILIPPINES
1985	 7.5	CHILE
1985	 6.2	INDONESIA
1985	 5.8	CHINA
1985	 6.1	PHILIPPINES
1985	 5.5	GREECE
1985	 7.1	PAPUA NEW GUINEA
1985	 7.2	PAPUA NEW GUINEA
1985	 6.6	AFGHANISTAN
1985	 6.1	PERU
1985	 7.5	CHINA
1985	 6.3	INDONESIA
1985	 8.1	MEXICO
1985	 7.6	MEXICO
1985	 6.9	SOLOMON ISLANDS
1985	 5.0	MACEDONIA
1985	 4.5	GUATEMALA
1985	 5.9	TAJIKISTAN
1985	 5.9	ALGERIA
1985	 4.2	TURKEY
1985	 7.1	INDONESIA
1985	 7.6	VANUATU
1985	 6.0	NICARAGUA
1985	 7.6	VANUATU
1985	 4.3	ITALY
1986	 5.3	PERU
1986	 5.0	INDONESIA
1986	 4.7	GUATEMALA
1986	 4.6	PERU
1986	 5.3	INDIA
1986	 5.9	TURKEY
1986	 8.0	USA
1986	 5.7	GEORGIA
1986	 5.2	PAKISTAN
1986	 6.4	USA
1986	 6.4	TAIWAN
1986	 6.2	VENEZUELA
1986	 7.1	PAPUA NEW GUINEA
1986	 6.0	USA
1986	 5.6	IRAN
1986	 5.8	USA
1986	 4.9	VENEZUELA
1986	 6.2	USA
1986	 4.1	TURKEY
1986	 6.9	ROMANIA
1986	 5.8	GREECE
1986	 4.8	GREECE
1986	 4.8	SOUTH AFRICA
1986	 5.4	EL SALVADOR
1986	 5.5	TURKEY
1986	 4.5	PAKISTAN
1986	 8.1	KERMADEC ISLANDS (NEW ZEALAND)
1986	 7.8	TAIWAN
1986	 5.5	BOSNIA-HERZEGOVINA
1986	 4.8	BRAZIL
1986	 5.6	BULGARIA
1986	 5.0	CHILE
1986	 5.0	IRAN
1987	 5.8	CHINA
1987	 5.9	CHINA
1987	 4.3	ALGERIA
1987	 6.3	JAPAN
1987	 7.6	PAPUA NEW GUINEA
1987	 6.6	NEW ZEALAND
1987	 7.3	CHILE
1987	 7.2	ECUADOR
1987	 6.7	JAPAN
1987	 5.1	JAPAN
1987	 6.3	PHILIPPINES
1987	 6.6	INDONESIA
1987	 5.2	PHILIPPINES
1987	 4.6	IRAN
1987	 6.3	SOLOMON ISLANDS
1987	 6.6	VANUATU
1987	 4.9	CHINA
1987	 6.9	CHILE
1987	 6.4	PERU
1987	 7.7	AUSTRALIA
1987	 4.6	ITALY
1987	 6.2	ECUADOR
1987	 5.7	USA
1987	 5.1	PERU
1987	 4.8	USA
1987	 7.3	TONGA
1987	 6.8	PAPUA NEW GUINEA
1987	 7.7	PAPUA NEW GUINEA
1987	 7.2	USA
1987	 6.2	USA
1987	 6.5	INDONESIA
1987	 7.9	USA
1987	 6.0	JAPAN
1988	 5.5	CHINA
1988	 5.8	ALBANIA
1988	 6.3	AUSTRALIA
1988	 6.7	AUSTRALIA
1988	 6.7	CHILE
1988	 5.8	BANGLADESH
1988	 7.8	USA
1988	 5.7	IRAN
1988	 6.2	PHILIPPINES
1988	 5.4	PHILIPPINES
1988	 6.8	PAPUA NEW GUINEA
1988	 5.7	TAIWAN
1988	 7.2	MYANMAR (BURMA)
1988	 7.6	SOLOMON ISLANDS
1988	 6.1	IRAN
1988	 6.6	NEPAL
1988	 4.3	PAPUA NEW GUINEA
1988	 5.0	TAJIKISTAN
1988	 5.8	GREECE
1988	 5.6	ALGERIA
1988	 6.0	GUATEMALA
1988	 5.7	USA TERRITORY
1988	 7.3	CHINA
1988	 6.4	CHINA
1988	 4.6	CHINA
1988	 4.7	JAMAICA
1988	 6.6	PHILIPPINES
1988	 5.3	AZORES (PORTUGAL)
1988	 5.8	CANADA
1988	 6.8	ARMENIA
1989	 5.3	TAJIKISTAN
1989	 5.6	INDONESIA
1989	 4.4	TURKEY
1989	 5.4	PAPUA NEW GUINEA
1989	 6.1	MALAWI
1989	 6.2	CHINA
1989	 6.8	MEXICO
1989	 5.1	IRAN
1989	 5.2	VENEZUELA
1989	 5.6	CHINA
1989	 8.2	AUSTRALIA
1989	 5.8	IRAN
1989	 5.1	BANGLADESH
1989	 6.1	ECUADOR
1989	 6.1	USA
1989	 5.7	AZORES (PORTUGAL)
1989	 5.0	JAPAN
1989	 6.2	INDONESIA
1989	 5.8	INDONESIA
1989	 5.0	RUSSIA
1989	 6.3	DJIBOUTI
1989	 6.0	INDONESIA
1989	 6.9	USA
1989	 6.1	CHINA
1989	 4.7	IRAN
1989	 6.9	USA
1989	 5.3	CHINA
1989	 6.6	JAPAN
1989	 5.7	ALGERIA
1989	 4.4	USA TERRITORY
1989	 7.4	JAPAN
1989	 4.7	CHINA
1989	 5.9	IRAN
1989	 7.5	PHILIPPINES
1989	 5.4	AUSTRALIA
1990	 6.6	PHILIPPINES
1990	 6.4	JAPAN
1990	 5.5	USA
1990	 7.6	FIJI
1990	 6.1	PAKISTAN
1990	 7.0	COSTA RICA
1990	 6.3	TAJIKISTAN
1990	 5.5	PHILIPPINES
1990	 4.7	UK
1990	 7.5	USA TERRITORY
1990	 6.2	CHINA
1990	 7.6	INDONESIA
1990	 4.7	IRAN
1990	 6.9	CHINA
1990	 5.4	ITALY
1990	 6.3	NEW ZEALAND
1990	 7.1	SUDAN
1990	 7.0	SUDAN
1990	 6.5	PERU
1990	 6.7	ROMANIA
1990	 6.1	ROMANIA
1990	 4.6	COSTA RICA
1990	 4.9	PERU
1990	 7.1	PHILIPPINES
1990	 6.8	KAZAKHSTAN
1990	 6.3	PAKISTAN
1990	 7.7	IRAN
1990	 5.3	IRAN
1990	 4.8	INDONESIA
1990	 5.6	AFGHANISTAN
1990	 7.8	PHILIPPINES
1990	 5.1	TURKEY
1990	 6.4	VANUATU
1990	 6.1	KAZAKHSTAN
1990	 4.4	ECUADOR
1990	 6.5	JAPAN
1990	 4.2	SOUTH AFRICA
1990	 4.5	KAZAKHSTAN
1990	 4.0	SOUTH AFRICA
1990	 5.8	CHINA
1990	 6.0	AFGHANISTAN
1990	 6.7	IRAN
1990	 6.8	INDONESIA
1990	 5.6	BOSNIA-HERZEGOVINA
1990	 4.6	KYRGYZSTAN
1990	 5.3	ITALY
1990	 6.2	TAIWAN
1990	 6.3	TAIWAN
1990	 5.9	GREECE
1990	 5.7	COSTA RICA
1990	 7.5	PAPUA NEW GUINEA
1991	 7.1	MYANMAR (BURMA)
1991	 6.4	AFGHANISTAN
1991	 6.9	SOLOMON ISLANDS
1991	 3.8	FRANCE
1991	 5.7	RUSSIA
1991	 6.7	BERING SEA
1991	 6.1	CHINA
1991	 5.5	CHINA
1991	 6.4	PERU
1991	 6.7	PERU
1991	 5.1	AFGHANISTAN
1991	 4.1	AFGHANISTAN
1991	 7.6	COSTA RICA
1991	 4.5	TURKEY
1991	 7.0	GEORGIA
1991	 6.2	PANAMA
1991	 4.9	GEORGIA
1991	 4.5	MALAYSIA
1991	 6.1	GEORGIA
1991	 5.5	PHILIPPINES
1991	 4.5	TURKEY
1991	 7.5	INDONESIA
1991	 5.1	USA
1991	 6.5	INDONESIA
1991	 5.6	ROMANIA
1991	 5.6	ROMANIA
1991	 4.7	PERU
1991	 5.1	IRAQ
1991	 4.7	COSTA RICA
1991	 5.2	VENEZUELA
1991	 6.2	USA
1991	 5.6	NEW ZEALAND
1991	 6.2	GUATEMALA
1991	 7.2	SOLOMON ISLANDS
1991	 7.0	INDIA
1991	 5.4	IRAN
1991	 5.0	INDIA
1991	 6.4	COLOMBIA
1991	 4.7	YEMEN
1991	 5.0	IRAN
1991	 5.5	ROMANIA
1991	 7.6	RUSSIA
1992	 3.7	CHINA
1992	 5.6	JAPAN
1992	 4.4	INDONESIA
1992	 4.6	IRAN
1992	 6.9	TURKEY
1992	 5.2	NETHERLANDS
1992	 6.3	USA
1992	 7.1	USA
1992	 6.2	KYRGYZSTAN
1992	 7.5	PHILIPPINES
1992	 6.0	PAKISTAN
1992	 7.0	CUBA
1992	 7.0	SOLOMON ISLANDS
1992	 7.6	USA
1992	 6.7	USA
1992	 5.4	USA
1992	 7.0	JAPAN
1992	 6.3	JAPAN
1992	 7.5	KYRGYZSTAN
1992	 5.5	PAKISTAN
1992	 7.7	NICARAGUA
1992	 4.7	IRAN
1992	 7.0	CONGO
1992	 5.3	EGYPT
1992	 7.0	COLOMBIA
1992	 7.4	COLOMBIA
1992	 7.8	INDONESIA
1993	 7.6	JAPAN
1993	 5.6	CHINA
1993	 5.1	IRAN
1993	 6.3	JAPAN
1993	 6.4	WALLIS AND FUTUNA (FRENCH TERRITORY)
1993	 6.2	CHINA
1993	 5.6	USA
1993	 5.1	IRAN
1993	 6.3	PERU
1993	 7.5	RUSSIA
1993	 6.6	KERMADEC ISLANDS (NEW ZEALAND)
1993	 5.4	IRAN
1993	 5.8	COSTA RICA
1993	 7.7	JAPAN
1993	 5.6	GREECE
1993	 5.5	SUDAN
1993	 6.3	JAPAN
1993	 7.8	USA TERRITORY
1993	 7.2	GUATEMALA
1993	 6.0	USA
1993	 6.2	INDIA
1993	 6.9	PAPUA NEW GUINEA
1993	 5.1	NEPAL
1993	 4.6	INDIA
1993	 7.0	RUSSIA
1993	 5.6	CHINA
1994	 5.7	CHINA
1994	 4.6	USA
1994	 6.7	USA
1994	 7.0	INDONESIA
1994	 5.8	USA
1994	 6.2	UGANDA
1994	 6.9	INDONESIA
1994	 6.1	IRAN
1994	 6.1	IRAN
1994	 5.4	HAITI
1994	 7.6	FIJI
1994	 6.4	JAPAN
1994	 6.1	AFGHANISTAN
1994	 6.5	TAIWAN
1994	 7.8	INDONESIA
1994	 6.6	INDONESIA
1994	 6.5	INDONESIA
1994	 6.4	TAIWAN
1994	 6.1	INDONESIA
1994	 6.8	COLOMBIA
1994	 8.2	BOLIVIA
1994	 6.8	NEW ZEALAND
1994	 5.9	IRAN
1994	 5.9	ALGERIA
1994	 7.0	USA
1994	 8.3	RUSSIA
1994	 6.8	INDONESIA
1994	 7.3	RUSSIA
1994	 7.1	PHILIPPINES
1994	 5.5	USA
1994	 7.8	JAPAN
1994	 5.3	CHINA
1995	 6.9	JAPAN
1995	 6.5	COLOMBIA
1995	 7.1	NEW ZEALAND
1995	 6.4	COLOMBIA
1995	 5.9	CYPRUS
1995	 6.9	INDONESIA
1995	 5.4	JAPAN
1995	 7.4	SAMOA
1995	 7.2	PHILIPPINES
1995	 6.8	PHILIPPINES
1995	 6.6	GREECE
1995	 6.9	INDONESIA
1995	 7.7	NEW CALEDONIA
1995	 7.1	RUSSIA
1995	 6.5	GREECE
1995	 6.8	CHINA
1995	 5.6	CHINA
1995	 8.0	CHILE
1995	 7.7	PAPUA NEW GUINEA
1995	 7.4	MEXICO
1995	 6.4	TURKEY
1995	 7.0	ECUADOR
1995	 6.0	USA
1995	 6.8	INDONESIA
1995	 8.0	MEXICO
1995	 7.1	JAPAN
1995	 6.8	JAPAN
1995	 6.2	CHINA
1995	 6.7	CHILE
1995	 7.2	EGYPT
1995	 7.9	RUSSIA
1996	 7.9	INDONESIA
1996	 6.6	CHINA
1996	 8.2	INDONESIA
1996	 7.5	PERU
1996	 7.1	MEXICO
1996	 6.3	CHINA
1996	 5.9	ECUADOR
1996	 7.2	SOLOMON ISLANDS
1996	 6.0	CHINA
1996	 7.9	USA
1996	 7.3	USA
1996	 5.7	JAPAN
1996	 6.9	CHILE
1996	 6.0	CROATIA
1996	 6.8	TAIWAN
1996	 6.6	JAPAN
1996	 6.7	JAPAN
1996	 7.7	PERU
1996	 6.7	JAPAN
1997	 5.8	KYRGYZSTAN
1997	 7.2	MEXICO
1997	 4.7	ALBANIA
1997	 5.9	CHINA
1997	 6.5	IRAN
1997	 7.1	PAKISTAN
1997	 6.1	IRAN
1997	 5.6	CHINA
1997	 4.9	PAKISTAN
1997	 6.1	JAPAN
1997	 5.9	CHINA
1997	 6.0	CHINA
1997	 6.2	CHINA
1997	 7.7	SOLOMON ISLANDS
1997	 6.7	TRINIDAD AND TOBAGO
1997	 6.5	USA TERRITORY
1997	 7.2	IRAN
1997	 6.4	AFGHANISTAN
1997	 5.8	INDIA
1997	 5.9	IRAN
1997	 7.0	VENEZUELA
1997	 5.0	SOUTH AFRICA
1997	 6.0	INDONESIA
1997	 5.7	ITALY
1997	 6.0	ITALY
1997	 5.9	INDONESIA
1997	 6.2	JAPAN
1997	 7.7	TONGA
1997	 7.1	CHILE
1997	 7.5	CHINA
1997	 6.6	GREECE
1997	 6.1	INDIA
1997	 7.0	INDONESIA
1997	 7.8	RUSSIA
1998	 5.7	CHINA
1998	 6.6	GUATEMALA
1998	 6.3	MEXICO
1998	 5.9	AFGHANISTAN
1998	 6.4	AFGHANISTAN
1998	 6.6	IRAN
1998	 5.6	CHINA
1998	 8.1	ANTARCTICA
1998	 5.2	ITALY
1998	 5.8	IRAN
1998	 5.7	AUSTRIA
1998	 7.5	TAIWAN
1998	 6.6	BOLIVIA
1998	 5.6	CHINA
1998	 6.6	AFGHANISTAN
1998	 6.3	TURKEY
1998	 6.2	AZORES (PORTUGAL)
1998	 6.0	ARMENIA
1998	 5.7	TAIWAN
1998	 7.0	PAPUA NEW GUINEA
1998	 7.2	ECUADOR
1998	 6.4	CHINA
1998	 6.6	INDONESIA
1998	 5.5	SERBIA AND MONTENEGRO
1998	 5.3	ALBANIA
1998	 5.4	IRAN
1998	 5.4	IRAN
1998	 5.6	CHINA
1998	 7.7	INDONESIA
1998	 4.5	CHINA
1999	 6.2	COLOMBIA
1999	 3.2	RUSSIA
1999	 4.8	SPAIN
1999	 6.0	AFGHANISTAN
1999	 6.6	IRAN
1999	 5.1	CHINA
1999	 6.6	INDIA
1999	 6.8	PERU
1999	 6.2	IRAN
1999	 5.4	AZERBAIJAN
1999	 7.0	MEXICO
1999	 6.3	MEXICO
1999	 6.7	GUATEMALA
1999	 4.2	BANGLADESH
1999	 7.6	TURKEY
1999	 5.2	TURKEY
1999	 6.0	GREECE
1999	 5.8	TURKEY
1999	 7.7	TAIWAN
1999	 6.5	TAIWAN
1999	 7.5	MEXICO
1999	 7.2	USA
1999	 5.9	TAIWAN
1999	 4.4	PERU
1999	 5.3	CHINA
1999	 5.7	TURKEY
1999	 7.2	TURKEY
1999	 4.6	CHINA
1999	 5.3	IRAN
1999	 7.5	VANUATU
1999	 5.0	CHINA
1999	 5.7	TURKEY
1999	 7.3	PHILIPPINES
1999	 6.5	INDONESIA
1999	 5.6	ALGERIA
2000	 4.6	INDIA
2000	 5.1	CHINA
2000	 5.9	CHINA
2000	 5.3	IRAN
2000	 4.5	SOUTH AFRICA
2000	 7.6	JAPAN
2000	 5.5	GREECE
2000	 7.6	INDONESIA
2000	 4.1	TURKEY
2000	 5.4	TAIWAN
2000	 7.9	INDONESIA
2000	 6.0	TURKEY
2000	 6.3	CHINA
2000	 6.7	INDONESIA
2000	 6.4	TAIWAN
2000	 6.5	ICELAND
2000	 7.9	AUSTRALIA
2000	 6.5	ICELAND
2000	 6.1	JAPAN
2000	 5.4	NICARAGUA
2000	 5.4	INDONESIA
2000	 6.1	JAPAN
2000	 6.4	PHILIPPINES
2000	 6.5	JAPAN
2000	 6.8	RUSSIA
2000	 4.2	CHINA
2000	 5.0	USA
2000	 6.5	TANZANIA
2000	 6.7	JAPAN
2000	 5.1	AFGHANISTAN
2000	 6.5	PANAMA
2000	 8.0	PAPUA NEW GUINEA
2000	 7.8	PAPUA NEW GUINEA
2000	 7.8	PAPUA NEW GUINEA
2000	 6.8	AZERBAIJAN
2000	 7.0	TURKMENISTAN
2000	 6.0	TURKEY
2001	 7.5	PHILIPPINES
2001	 7.7	EL SALVADOR
2001	 7.7	INDIA
2001	 6.6	EL SALVADOR
2001	 5.6	CHINA
2001	 6.8	USA
2001	 6.8	JAPAN
2001	 5.7	EL SALVADOR
2001	 5.5	CHINA
2001	 5.0	AFGHANISTAN
2001	 8.4	PERU
2001	 5.5	TURKEY
2001	 6.6	PERU
2001	 7.6	PERU
2001	 4.3	CHINA
2001	 6.5	GREECE
2001	 5.8	PERU
2001	 4.2	USA
2001	 6.1	CANADA
2001	 7.0	USA TERRITORY
2001	 7.5	INDONESIA
2001	 5.6	CHINA
2001	 7.8	CHINA
2001	 6.8	TAIWAN
2001	 4.5	BANGLADESH
2002	 7.2	VANUATU
2002	 5.3	TAJIKISTAN
2002	 6.7	PAPUA NEW GUINEA
2002	 5.6	CHILE
2002	 4.7	RWANDA
2002	 5.9	MEXICO
2002	 6.5	TURKEY
2002	 4.9	TAJIKISTAN
2002	 5.4	IRAN
2002	 5.5	MEXICO
2002	 7.4	AFGHANISTAN
2002	 7.5	PHILIPPINES
2002	 6.1	AFGHANISTAN
2002	 6.4	JAPAN
2002	 7.1	TAIWAN
2002	 6.4	CHILE
2002	 5.9	TAJIKISTAN
2002	 6.6	CHILE
2002	 5.2	USA
2002	 5.7	SERBIA AND MONTENEGRO
2002	 5.4	IRAN
2002	 4.3	GEORGIA
2002	 7.1	USA TERRITORY
2002	 5.5	TANZANIA
2002	 6.0	ARGENTINA
2002	 4.5	BANGLADESH
2002	 6.5	IRAN
2002	 4.8	GERMANY
2002	 6.5	PANAMA
2002	 5.3	CHINA
2002	 6.5	USA TERRITORY
2002	 6.2	INDONESIA
2002	 7.7	FIJI
2002	 7.7	FIJI
2002	 4.4	EGYPT
2002	 5.2	IRAN
2002	 5.5	KYRGYZSTAN
2002	 6.0	ITALY
2002	 7.6	PAPUA NEW GUINEA
2002	 6.5	INDIA
2002	 6.4	INDONESIA
2002	 4.8	UK
2002	 5.3	MEXICO
2002	 5.6	IRAN
2002	 4.2	FRANCE
2002	 7.6	INDONESIA
2002	 6.7	USA
2002	 6.2	CONGO
2002	 4.3	ITALY
2002	 5.7	ITALY
2002	 5.4	PAKISTAN
2002	 7.3	INDONESIA
2002	 7.9	USA
2002	 6.3	PAKISTAN
2002	 5.9	VANUATU
2002	 5.7	GREECE
2002	 5.5	CHINA
2002	 5.2	IRAN
2002	 5.7	CHINA
2002	 5.5	AFGHANISTAN
2003	 5.2	IRAN
2003	 7.3	SOLOMON ISLANDS
2003	 7.5	MEXICO
2003	 5.5	INDONESIA
2003	 4.7	ITALY
2003	 6.1	TURKEY
2003	 5.3	CHINA
2003	 5.8	PHILIPPINES
2003	 6.3	PHILIPPINES
2003	 5.2	USA
2003	 5.0	FRANCE
2003	 6.3	CHINA
2003	 5.4	CHINA
2003	 4.6	INDONESIA
2003	 4.7	GERMANY
2003	 6.5	INDONESIA
2003	 5.5	BHUTAN
2003	 5.7	TURKEY
2003	 6.4	CHINA
2003	 4.6	USA
2003	 6.4	TURKEY
2003	 5.8	CHINA
2003	 6.8	ALGERIA
2003	 7.0	JAPAN
2003	 7.0	INDONESIA
2003	 5.7	ALGERIA
2003	 4.0	USA
2003	 5.2	GREECE
2003	 6.8	CHILE
2003	 5.2	IRAN
2003	 5.8	IRAN
2003	 7.6	INDIAN OCEAN
2003	 5.9	CHINA
2003	 5.5	JAPAN
2003	 4.5	TURKEY
2003	 5.4	TURKEY
2003	 5.7	BANGLADESH
2003	 7.6	ANTARCTICA
2003	 6.0	INDONESIA
2003	 5.4	PANAMA
2003	 6.3	GREECE
2003	 5.4	CHINA
2003	 5.5	CHINA
2003	 7.2	NEW ZEALAND
2003	 5.3	ITALY
2003	 5.7	JAPAN
2003	 6.6	MYANMAR (BURMA)
2003	 6.4	DOMINICAN REPUBLIC
2003	 8.3	JAPAN
2003	 7.3	RUSSIA
2003	 4.4	RUSSIA
2003	 4.8	NEW ZEALAND
2003	 6.7	RUSSIA
2003	 5.2	JAPAN
2003	 4.5	DOMINICAN REPUBLIC
2003	 5.6	CHINA
2003	 5.8	CHINA
2003	 7.0	JAPAN
2003	 5.1	CHINA
2003	 5.6	CHINA
2003	 7.8	USA
2003	 6.5	PHILIPPINES
2003	 4.7	CHINA
2003	 6.0	CHINA
2003	 4.9	INDONESIA
2003	 6.8	TAIWAN
2003	 5.0	IRAN
2003	 4.4	BULGARIA
2003	 6.6	USA
2003	 6.5	PANAMA
2003	 6.6	IRAN
2003	 6.1	NEW CALEDONIA
2004	 5.8	INDONESIA
2004	 6.1	MEXICO
2004	 2.2	SLOVAKIA
2004	 4.4	ALGERIA
2004	 5.2	IRAN
2004	 6.7	INDONESIA
2004	 6.1	PANAMA
2004	 7.0	INDONESIA
2004	 7.3	INDONESIA
2004	 5.3	JORDAN
2004	 5.4	PAKISTAN
2004	 5.1	INDONESIA
2004	 6.0	INDONESIA
2004	 4.7	BURUNDI
2004	 6.4	MOROCCO
2004	 5.2	GREECE
2004	 5.4	CHINA
2004	 5.6	TURKEY
2004	 5.6	TURKEY
2004	 6.5	AFGHANISTAN
2004	 5.4	INDONESIA
2004	 5.5	INDONESIA
2004	 6.7	INDONESIA
2004	 5.2	TAIWAN
2004	 6.6	CHILE
2004	 5.4	CHINA
2004	 5.0	IRAN
2004	 4.5	PAKISTAN
2004	 4.1	PHILIPPINES
2004	 6.3	IRAN
2004	 4.9	RUSSIA
2004	 4.6	SAUDI ARABIA
2004	 5.9	CHILE
2004	 5.1	TURKEY
2004	 5.2	SLOVENIA
2004	 4.6	AFGHANISTAN
2004	 5.4	NEW ZEALAND
2004	 5.2	AFGHANISTAN
2004	 4.0	TURKEY
2004	 5.6	TURKEY
2004	 5.4	CHINA
2004	 5.7	TURKEY
2004	 7.2	JAPAN
2004	 7.4	JAPAN
2004	 6.1	ARGENTINA
2004	 5.2	CHINA
2004	 4.8	POLAND
2004	 6.0	USA
2004	 5.6	NICARAGUA
2004	 5.6	IRAN
2004	 6.6	TAIWAN
2004	 4.4	CHINA
2004	 6.6	JAPAN
2004	 5.9	JAPAN
2004	 5.8	ROMANIA
2004	 6.6	CANADA
2004	 5.2	GREECE
2004	 5.5	JAPAN
2004	 7.5	INDONESIA
2004	 7.2	COLOMBIA
2004	 4.8	IRAN
2004	 6.4	COSTA RICA
2004	 6.3	GUADELOUPE
2004	 5.0	IRAN
2004	 7.1	NEW ZEALAND
2004	 5.1	ITALY
2004	 7.1	INDONESIA
2004	 7.0	JAPAN
2004	 4.5	ALGERIA
2004	 5.8	TRINIDAD AND TOBAGO
2004	 4.8	GERMANY
2004	 4.5	ALGERIA
2004	 6.8	JAPAN
2004	 5.4	INDIA
2004	 5.8	JAPAN
2004	 5.4	TURKEY
2004	 8.1	AUSTRALIA
2004	 9.1	INDONESIA
2005	 5.4	IRAN
2005	 6.6	JAPAN
2005	 5.3	NEW ZEALAND
2005	 6.3	INDONESIA
2005	 6.1	ECUADOR
2005	 4.8	CHINA
2005	 5.9	TURKEY
2005	 4.4	SPAIN
2005	 4.8	INDONESIA
2005	 5.8	GUADELOUPE
2005	 6.1	CHINA
2005	 5.1	INDIA
2005	 6.4	IRAN
2005	 4.9	PAKISTAN
2005	 4.3	SOUTH AFRICA
2005	 5.6	TURKEY
2005	 6.0	IRAN
2005	 5.8	TURKEY
2005	 4.9	INDIA
2005	 4.3	INDIA
2005	 6.6	JAPAN
2005	 8.6	INDONESIA
2005	 6.7	INDONESIA
2005	 7.7	CHILE
2005	 7.2	USA
2005	 6.7	INDONESIA
2005	 5.9	INDONESIA
2005	 5.2	ALBANIA
2005	 5.3	INDONESIA
2005	 5.9	JAPAN
2005	 7.2	INDIA
2005	 4.7	CHINA
2005	 5.6	USA
2005	 5.3	TURKEY
2005	 4.8	CHINA
2005	 4.5	VIETNAM
2005	 5.1	IRAN
2005	 4.5	CHINA
2005	 5.8	CHILE
2005	 4.4	INDIA
2005	 7.2	JAPAN
2005	 4.4	INDIA
2005	 4.7	INDIA
2005	 7.7	PAPUA NEW GUINEA
2005	 5.6	ETHIOPIA
2005	 7.5	PERU
2005	 5.3	PERU
2005	 7.6	PAKISTAN
2005	 5.9	TURKEY
2005	 4.8	ECUADOR
2005	 4.2	CHINA
2005	 5.4	PERU
2005	 7.0	JAPAN
2005	 5.2	CHINA
2005	 4.4	TURKEY
2005	 6.0	IRAN
2005	 6.8	CONGO
2005	 6.5	AFGHANISTAN
2005	 5.3	INDIA
2005	 4.3	TURKEY
2006	 6.7	GREECE
2006	 7.6	INDONESIA
2006	 5.3	INDIA
2006	 4.6	BULGARIA
2006	 7.0	MOZAMBIQUE
2006	 5.8	BHUTAN
2006	 6.0	IRAN
2006	 5.5	INDIA
2006	 4.9	PAKISTAN
2006	 6.7	INDONESIA
2006	 4.9	ALGERIA
2006	 5.9	IRAN
2006	 5.0	INDONESIA
2006	 6.1	IRAN
2006	 4.9	CHINA
2006	 6.2	TAIWAN
2006	 4.8	PAKISTAN
2006	 5.5	INDIA
2006	 5.5	GREECE
2006	 5.7	CHINA
2006	 7.6	RUSSIA
2006	 7.9	TONGA
2006	 4.5	PANAMA
2006	 4.1	IRAN
2006	 5.5	INDONESIA
2006	 6.3	INDONESIA
2006	 5.1	IRAN
2006	 4.1	TURKEY
2006	 3.8	MALAWI
2006	 6.3	JAPAN
2006	 4.5	ALBANIA
2006	 4.5	CHINA
2006	 7.7	INDONESIA
2006	 4.9	CHINA
2006	 5.6	TAJIKISTAN
2006	 5.6	ARGENTINA
2006	 4.7	TAJIKISTAN
2006	 4.3	FRANCE
2006	 4.6	CHINA
2006	 5.8	MEXICO
2006	 6.9	SAMOA
2006	 6.1	TRINIDAD AND TOBAGO
2006	 5.5	TRINIDAD AND TOBAGO
2006	 6.7	USA
2006	 6.7	PERU
2006	 4.5	CHINA
2006	 4.7	CHINA
2006	 8.3	RUSSIA
2006	 4.7	FRANCE
2006	 4.8	HUNGARY
2006	 4.7	CHINA
2006	 5.2	INDONESIA
2006	 6.2	INDONESIA
2006	 6.3	INDONESIA
2006	 3.9	SWITZERLAND
2006	 4.6	THAILAND
2006	 5.8	INDONESIA
2006	 4.2	INDIA
2006	 5.8	KYRGYZSTAN
2006	 7.0	TAIWAN
2006	 4.1	HUNGARY
2007	 6.0	KYRGYZSTAN
2007	 4.5	CHINA
2007	 4.7	CHINA
2007	 8.1	RUSSIA
2007	 5.1	TURKEY
2007	 7.5	INDONESIA
2007	 4.9	PHILIPPINES
2007	 5.7	TURKEY
2007	 6.4	INDONESIA
2007	 5.0	COLOMBIA
2007	 4.7	IRAN
2007	 7.1	VANUATU
2007	 6.7	JAPAN
2007	 5.8	GREECE
2007	 8.1	SOLOMON ISLANDS
2007	 6.0	MEXICO
2007	 4.6	JAPAN
2007	 4.5	ALBANIA
2007	 6.2	CHILE
2007	 4.6	UK
2007	 4.5	USA
2007	 6.3	LAOS
2007	 6.1	INDONESIA
2007	 6.1	CHINA
2007	 6.7	GUATEMALA
2007	 5.5	IRAN
2007	 4.5	ECUADOR
2007	 6.6	JAPAN
2007	 5.6	CHINA
2007	 4.2	USA
2007	 5.2	TAJIKISTAN
2007	 4.3	INDIA
2007	 6.9	INDONESIA
